split,image,label,sha256,width,height,box_count,classes,annotation_source
train,images/train/IMG_20180410_172517_jpg.rf.645f88ebb3b8770f0b200a64b8d35e3e.jpg,labels/train/IMG_20180410_172517_jpg.rf.645f88ebb3b8770f0b200a64b8d35e3e.txt,6f6200d95ff845e9e868837aaabb3d853b225953e3623a80542760dd86d3bcaa,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172518_jpg.rf.377f65dde5e7f4e3d2ced1f6c5076257.jpg,labels/train/IMG_20180410_172518_jpg.rf.377f65dde5e7f4e3d2ced1f6c5076257.txt,2a4573b5c70646f40f0e3c96ba9f398bac44643c5759dd53323e5e6a741a8de6,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172518_jpg.rf.5c7767238540a5050a5f6344d260bc61.jpg,labels/train/IMG_20180410_172518_jpg.rf.5c7767238540a5050a5f6344d260bc61.txt,dbf122ce6a7fd8fab57158204b98a4d1756686a1fdf1834a0565f42e17d20d90,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172518_jpg.rf.c03effff16e5b82a91ad48c364d92c58.jpg,labels/train/IMG_20180410_172518_jpg.rf.c03effff16e5b82a91ad48c364d92c58.txt,fb29f845ff266684a7ad04c431fb2e40f1a1ebf6aecfa0e9f7f472e53e130ff4,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172520_jpg.rf.65c128f94c0dde0c834e29b89bac16d4.jpg,labels/train/IMG_20180410_172520_jpg.rf.65c128f94c0dde0c834e29b89bac16d4.txt,592adf53105226626bcda95ea71a6e5ed9ce2fbe18ab6da472928219ffde5ddb,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172520_jpg.rf.a07eadf96f847cbae4946498a9687c50.jpg,labels/train/IMG_20180410_172520_jpg.rf.a07eadf96f847cbae4946498a9687c50.txt,ece427318af81d1d33b865c5627b3aa298031854e3832f0963973f768111e932,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172520_jpg.rf.f0b1dacfb1b8a12f7bb2a906aff3607e.jpg,labels/train/IMG_20180410_172520_jpg.rf.f0b1dacfb1b8a12f7bb2a906aff3607e.txt,3cb06f94373fd7f7c74e865ecf18a6eed1885d6ff73fbcda64686cf2d361b2aa,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172533_jpg.rf.9bb60bb782ab0d977dde114a2af8ad36.jpg,labels/train/IMG_20180410_172533_jpg.rf.9bb60bb782ab0d977dde114a2af8ad36.txt,b7bb64f74ed838c5426906070a22c5d7c30eafa9d102c90483c38d74e6331cc0,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172533_jpg.rf.9cc428d77c483bf963e03d7db2b306b2.jpg,labels/train/IMG_20180410_172533_jpg.rf.9cc428d77c483bf963e03d7db2b306b2.txt,cbd71b221060cadde7e5a88872fe9a4e9b807955ce047d562b54cd99a2c9f801,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172533_jpg.rf.a5d8696d051cd47e6bd05b031dde7044.jpg,labels/train/IMG_20180410_172533_jpg.rf.a5d8696d051cd47e6bd05b031dde7044.txt,aea4e88cd31742a7b0481450d02b1283977fefe63415829ead1b566c5cb57c27,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172543_jpg.rf.4c44df7f46a56277fafd6c8f2d82efdd.jpg,labels/train/IMG_20180410_172543_jpg.rf.4c44df7f46a56277fafd6c8f2d82efdd.txt,8f63d2fe44bd6c3feaff1ffadc3b724ed9269fb6a9e825587a54f04319b51148,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172543_jpg.rf.51f2a62c9ed8d7b00bc4b1b07b91c648.jpg,labels/train/IMG_20180410_172543_jpg.rf.51f2a62c9ed8d7b00bc4b1b07b91c648.txt,a7e461afb31fdbf86eb7d47076f8c6b9cc6f9b139e26d233eac05bc253bc628e,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172543_jpg.rf.94599a20487c4db4b7cec49bb275531b.jpg,labels/train/IMG_20180410_172543_jpg.rf.94599a20487c4db4b7cec49bb275531b.txt,761b922348e92e3bceaec457a5fba1c753ef7b053883b7beedc575c411b9e8f4,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172549_jpg.rf.a5ec672dedc199cb3e5f37dea2ddb473.jpg,labels/train/IMG_20180410_172549_jpg.rf.a5ec672dedc199cb3e5f37dea2ddb473.txt,a7555932b34bd73da0af6c27aec26c223266706fd4bf433ced2ca53eeb21efda,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172549_jpg.rf.e862788abd2e5d98d95421ac559ecbd8.jpg,labels/train/IMG_20180410_172549_jpg.rf.e862788abd2e5d98d95421ac559ecbd8.txt,695785ffad4132e6998c5c1cc0598a90522118ccaf1ae706bb60dc0c9c5e7ba9,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172549_jpg.rf.f0c858d203e5af48674d7c6f6f7cc851.jpg,labels/train/IMG_20180410_172549_jpg.rf.f0c858d203e5af48674d7c6f6f7cc851.txt,fd912178c6537348a445577d52e34b6ef4de30f9ad98ce96c1989018341631fe,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172552_jpg.rf.52f1f1f1c5eb4ab01699b6c47d5e4188.jpg,labels/train/IMG_20180410_172552_jpg.rf.52f1f1f1c5eb4ab01699b6c47d5e4188.txt,1e7ab0da510fa65eab3dbe01be367893e709bdf6aa094dbf5998bcd8f49a4fa2,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172552_jpg.rf.72746febc7f130bdd5ded3b877a47c43.jpg,labels/train/IMG_20180410_172552_jpg.rf.72746febc7f130bdd5ded3b877a47c43.txt,05bfe50eb33ae22ecec03443b8c4099ed3a0ea7a2fcfe31c17ebca582cc46f1f,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172552_jpg.rf.77d08600a12431f71b337eef5dbc85d1.jpg,labels/train/IMG_20180410_172552_jpg.rf.77d08600a12431f71b337eef5dbc85d1.txt,4cc66e13cdfdb46fa76f20e8130c8c6658a6b4488e6cdeec47bf3c9c74225f8c,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172557_jpg.rf.984f4874d369dc17cdd142b610a43025.jpg,labels/train/IMG_20180410_172557_jpg.rf.984f4874d369dc17cdd142b610a43025.txt,eceacaa0b5f1a3fc2344701d2bd41fd9a9d2093f47bdd5936a1fc37bcc745cff,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172557_jpg.rf.e6c0aa6a4b03d9f7dd7bc74eae3cb0e6.jpg,labels/train/IMG_20180410_172557_jpg.rf.e6c0aa6a4b03d9f7dd7bc74eae3cb0e6.txt,bbbc17db2901e97360f6c4a7599e9e6fa89449b5ed5370507f661cfd9a6e96aa,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172557_jpg.rf.f7712ee283b81e1dd09c4c95e7f8c298.jpg,labels/train/IMG_20180410_172557_jpg.rf.f7712ee283b81e1dd09c4c95e7f8c298.txt,8ede8f47d39e00719fee7a54114f1bf725a89931a1e6f0333ea022775ad1da70,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172617_jpg.rf.507912f4669f634d8fa6c8e41b091f2a.jpg,labels/train/IMG_20180410_172617_jpg.rf.507912f4669f634d8fa6c8e41b091f2a.txt,fd4978a0f3ce92624c8401220ae71e20cb1b06386b6b2fc53a135ae997594eae,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172617_jpg.rf.c81778519aae5585912f8d4dba553984.jpg,labels/train/IMG_20180410_172617_jpg.rf.c81778519aae5585912f8d4dba553984.txt,ffb5991f39742a42eaaa2c94dc15f8021dcfa850b9a565e9b53aa6928bbe9d65,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172617_jpg.rf.df674131049af1656dd26b633bc71273.jpg,labels/train/IMG_20180410_172617_jpg.rf.df674131049af1656dd26b633bc71273.txt,086861269f807ba50cb075eba5039b776d7edb670ae44723cfe727b1a00d2885,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172621_jpg.rf.7e528fd81a8d2e3b7edafcba3ac5021b.jpg,labels/train/IMG_20180410_172621_jpg.rf.7e528fd81a8d2e3b7edafcba3ac5021b.txt,8b737491b59f9a392e92027ffbca2909725e3f8b8a26cc9629d0396c1db79c64,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172621_jpg.rf.9efe91658eb46750909aad68f57efd7a.jpg,labels/train/IMG_20180410_172621_jpg.rf.9efe91658eb46750909aad68f57efd7a.txt,d35b1544da5b4f9540c2042968f388d5b8767aae0b892e063cd87fd3337bfcf6,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172626_jpg.rf.2cceca2178654a0f4d67b780f9b8c17e.jpg,labels/train/IMG_20180410_172626_jpg.rf.2cceca2178654a0f4d67b780f9b8c17e.txt,9328930b77d2ee6bbedd13a4dfe5f2e71d0730497dfdc2252b3cfc29fcd7aa5d,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172626_jpg.rf.a138c7ac7dacfa8b3b52c0f65efbed98.jpg,labels/train/IMG_20180410_172626_jpg.rf.a138c7ac7dacfa8b3b52c0f65efbed98.txt,9c2ddc2f03f25f1576bd5bc4e04bb6cc129515ceba549e7daa2b21492b0b969b,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172626_jpg.rf.b0871f1390837a6b43b8b915ee088f6e.jpg,labels/train/IMG_20180410_172626_jpg.rf.b0871f1390837a6b43b8b915ee088f6e.txt,8fece3f30928c504df0e7ef6c6fe195e5d1abd0519395377deab235e8b6c6868,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172634_jpg.rf.0be24fb1cc1f5b2b8c6193933833804e.jpg,labels/train/IMG_20180410_172634_jpg.rf.0be24fb1cc1f5b2b8c6193933833804e.txt,7d0e812be44756ad48dbefbc2096b3fe3c7907bb0933afc2da1240dacdd5086d,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172634_jpg.rf.c50fd59e76bbecba03c30b77e0844ad2.jpg,labels/train/IMG_20180410_172634_jpg.rf.c50fd59e76bbecba03c30b77e0844ad2.txt,2696f3f721ecf4acca9f1fb768650da72f064226f82430911c4909006611fdb5,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172634_jpg.rf.ec76241e8f5db1059ec320675049f224.jpg,labels/train/IMG_20180410_172634_jpg.rf.ec76241e8f5db1059ec320675049f224.txt,f0c5684e3c12968dbe83b54d64bf45cbbd05590781284da8be9d6cd44126e353,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172637_jpg.rf.0c33419f885375e9331cdfe4225a8bf4.jpg,labels/train/IMG_20180410_172637_jpg.rf.0c33419f885375e9331cdfe4225a8bf4.txt,a930d8aae1df34dff2f5bb5bf8e2b09715ac9d176a24e461c9c37b9567196b19,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172637_jpg.rf.7299eca8016721c40a268786babb9442.jpg,labels/train/IMG_20180410_172637_jpg.rf.7299eca8016721c40a268786babb9442.txt,10f03822534b54f6ec3638e3523a9a1c5eb13124adf0f32c1ba13987c6928beb,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172637_jpg.rf.797e995bbdfc13c3fca00f0276928859.jpg,labels/train/IMG_20180410_172637_jpg.rf.797e995bbdfc13c3fca00f0276928859.txt,6a4eddbadb18e5b871b58daf7b35678b8627a9c693c32af9e0a969885eb789da,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172641_jpg.rf.5e97fb21590c8bcb8c6c3033d49df491.jpg,labels/train/IMG_20180410_172641_jpg.rf.5e97fb21590c8bcb8c6c3033d49df491.txt,7018891241ddae36113c0c0e012db26831b0e53b3caaf355f45907600174a7b2,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172641_jpg.rf.7745e47978be83106ebe6f9af6ce863b.jpg,labels/train/IMG_20180410_172641_jpg.rf.7745e47978be83106ebe6f9af6ce863b.txt,b8979f31b9e3042d6ca630628b2142e74e915295968438ec52d286f43f19de06,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172641_jpg.rf.a65ab30de9a2120d2ed94ca7a9eb659e.jpg,labels/train/IMG_20180410_172641_jpg.rf.a65ab30de9a2120d2ed94ca7a9eb659e.txt,648d580fdf4e17e0e2be9cbfc8704e41f41171c386a804ecf4106728b776617f,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172647_jpg.rf.c351113d13e4434d6dea4df6ddb6d442.jpg,labels/train/IMG_20180410_172647_jpg.rf.c351113d13e4434d6dea4df6ddb6d442.txt,e44fd586ef043712b2a467a73c3b878ec23bc720781c6fb1746aa5b883fa9b15,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172647_jpg.rf.c5639fb0724c0329f7e3903349b38837.jpg,labels/train/IMG_20180410_172647_jpg.rf.c5639fb0724c0329f7e3903349b38837.txt,f875c710c0a66237aef68bd5cdfbd94f86cc1143f145514722ea80ab84a41d86,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172647_jpg.rf.dd3d23d662a66d195d694b370408f38f.jpg,labels/train/IMG_20180410_172647_jpg.rf.dd3d23d662a66d195d694b370408f38f.txt,5cc992a5d4633aef041567adf5cdfaf8b5dd13eb3b6f19538c7ff62ae1a5ad21,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172652_jpg.rf.12bd7efab02424fa1e06b100dd43da71.jpg,labels/train/IMG_20180410_172652_jpg.rf.12bd7efab02424fa1e06b100dd43da71.txt,6ac3120cc30c817f9ef5caef5fbba22392edb2a006374643455d02ea5b1deb4e,416,416,3,"B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172652_jpg.rf.8249362d0b5e677e4ea9269290b9d4d7.jpg,labels/train/IMG_20180410_172652_jpg.rf.8249362d0b5e677e4ea9269290b9d4d7.txt,9fafecef81b4b54d84ee66b506b1e787b3775712c5314c6a3a5b0e20fd485099,416,416,3,"B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172652_jpg.rf.e0e534ef8a0afb73b850b506a7a4eb63.jpg,labels/train/IMG_20180410_172652_jpg.rf.e0e534ef8a0afb73b850b506a7a4eb63.txt,864d69a7651fee22df824043a85616c643739b156af762c035a03d69dd69d9fb,416,416,3,"B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172711_jpg.rf.4b0defaaec06c76d08cd4ac2b03020dd.jpg,labels/train/IMG_20180410_172711_jpg.rf.4b0defaaec06c76d08cd4ac2b03020dd.txt,ee5762f329d3ed186b39fac8295840b5b74a59b65a700c80a4cc5f0936f4027a,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172711_jpg.rf.71634dbda169498cc1f0284c8512ca40.jpg,labels/train/IMG_20180410_172711_jpg.rf.71634dbda169498cc1f0284c8512ca40.txt,02ed95622c0ac46a0efaca9a0bc2c9180afdcf4671585e17b59ae5a1e96125ea,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172711_jpg.rf.98e0f2bffd88921481532ba4790abfa3.jpg,labels/train/IMG_20180410_172711_jpg.rf.98e0f2bffd88921481532ba4790abfa3.txt,ae4d039397e59d06904edf70aa8d6b0ed035adda5fdce4c7da86d0d25771395d,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172714_jpg.rf.07d532ea8229f09138870a426ff8fae9.jpg,labels/train/IMG_20180410_172714_jpg.rf.07d532ea8229f09138870a426ff8fae9.txt,d89ddad604aa14ba0b96663d12cb3565f2769716be5d14810dbccc59794c3308,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172714_jpg.rf.81e8ffee2bd3c755f73b3d9d4bec705b.jpg,labels/train/IMG_20180410_172714_jpg.rf.81e8ffee2bd3c755f73b3d9d4bec705b.txt,efcc236425df0bcacbf68d75c0984a02a5d23e2968f121ad64409b9098007459,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172714_jpg.rf.a59d8e392437f6823e6d6e04e203ac01.jpg,labels/train/IMG_20180410_172714_jpg.rf.a59d8e392437f6823e6d6e04e203ac01.txt,2563ba855658a7ef4ab567b6d58114bc1ba626bf3b2390fb668fb57a0285fded,416,416,2,"B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172716_jpg.rf.0b77b31f45be8e4b35c639231e9213df.jpg,labels/train/IMG_20180410_172716_jpg.rf.0b77b31f45be8e4b35c639231e9213df.txt,df34ae5e237fe4c6b8f603a24c5aed7dbb41563daabeb107c939ac7699846199,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172716_jpg.rf.3c1e09d8b1b384d30711bd0aaefb8e25.jpg,labels/train/IMG_20180410_172716_jpg.rf.3c1e09d8b1b384d30711bd0aaefb8e25.txt,c5d795d7927597585515f3c7ba4f8a618c8fb316cfbe22cfbabf4128f919e003,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/IMG_20180410_172716_jpg.rf.554bf4742e1fedbd2e49864d88d6ea0c.jpg,labels/train/IMG_20180410_172716_jpg.rf.554bf4742e1fedbd2e49864d88d6ea0c.txt,01d0dd25c6da310784078588f30e664b9c2cbb7b9c399c8d9fe4c5cfd337c51f,416,416,1,B-eggs,heuristic-contour-generated; requires visual verification
train,images/train/mix10_jpeg.rf.6e3383540d49d09bcc0c07696a846f6d.jpg,labels/train/mix10_jpeg.rf.6e3383540d49d09bcc0c07696a846f6d.txt,3abe718ee06f53f479bc7607b7c5a3dc31c050170bc04678d3662ec2425b1050,416,416,4,"W-eggs,W-eggs,W-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix10_jpeg.rf.804a9d08c610af13a64bbf2d21dfda9d.jpg,labels/train/mix10_jpeg.rf.804a9d08c610af13a64bbf2d21dfda9d.txt,8a73d19010433ad1c0ba965b1891bf34e64d7da092a3ac28499a74e7bddb8683,416,416,4,"W-eggs,W-eggs,W-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix10_jpeg.rf.a7355b164dbfdbb15e72888656c5daf2.jpg,labels/train/mix10_jpeg.rf.a7355b164dbfdbb15e72888656c5daf2.txt,04ca93a37ba9200382a2b9444f46345b0ef2f629ee5f912d03269c0b6e35c441,416,416,4,"W-eggs,W-eggs,W-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix2_png.rf.3dece77c1a62147592ae0538ea50b27f.jpg,labels/train/mix2_png.rf.3dece77c1a62147592ae0538ea50b27f.txt,1b143fbf2959209a197a2c03253a7cd109dc7c96425180f002a09f0233933384,416,416,6,"W-eggs,W-eggs,W-eggs,B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix2_png.rf.47a1b5fd0498d772a4cb71aede758614.jpg,labels/train/mix2_png.rf.47a1b5fd0498d772a4cb71aede758614.txt,bbacf0bb3efac6bdeb55ea4663ff8196e14c0fd65fa53527503dae0a790c0b89,416,416,6,"W-eggs,W-eggs,W-eggs,B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix2_png.rf.c869bf031b1102f0c282e3c9d0d1bc38.jpg,labels/train/mix2_png.rf.c869bf031b1102f0c282e3c9d0d1bc38.txt,f4be38dce9e5df6e320b9c5a4fed21247cb4ede1985d40fec0dd529bb7839136,416,416,6,"W-eggs,W-eggs,W-eggs,B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix5_jpg.rf.6cba097d8111469d681c199bcaabbf34.jpg,labels/train/mix5_jpg.rf.6cba097d8111469d681c199bcaabbf34.txt,c2b10708e8140738615d7ee3a9a49d143f99904bde50e093635067224e1eb47d,416,416,4,"W-eggs,W-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix5_jpg.rf.aa3d982ea99f5d3b6d0893e1a0e4116e.jpg,labels/train/mix5_jpg.rf.aa3d982ea99f5d3b6d0893e1a0e4116e.txt,72a298313425de95696797f1ce531679ef5d8b97ca94c93a803ae0cf7c8fb209,416,416,4,"W-eggs,W-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix5_jpg.rf.e9c5f6fdf479f8c59ce0224bf7f9031c.jpg,labels/train/mix5_jpg.rf.e9c5f6fdf479f8c59ce0224bf7f9031c.txt,b01875aa59a6075819ad3a3d6f241227dad1558bdae142a78214c588a0f56cc0,416,416,4,"W-eggs,W-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix7_jpeg.rf.5c49d05a9b846980cc2579f97513fb15.jpg,labels/train/mix7_jpeg.rf.5c49d05a9b846980cc2579f97513fb15.txt,f91eadc635cbd17edd4d7f1d229c2a217250ab9e6c060871da3424c45c337965,416,416,7,"W-eggs,W-eggs,W-eggs,B-eggs,B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix7_jpeg.rf.b74b520707a40b1a7ff96ee54a5928c1.jpg,labels/train/mix7_jpeg.rf.b74b520707a40b1a7ff96ee54a5928c1.txt,88bca732c6cc00b13a0c31ed0ca63776c0459597224cadcfa003fe25a0a362a0,416,416,7,"W-eggs,W-eggs,W-eggs,B-eggs,B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix7_jpeg.rf.db9d377e83907c746fd7d44ace3e276c.jpg,labels/train/mix7_jpeg.rf.db9d377e83907c746fd7d44ace3e276c.txt,b0c8a47539bcd3229fa76231857728739e193862f0cda23850ca638e4246def2,416,416,7,"W-eggs,W-eggs,W-eggs,B-eggs,B-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix8_jpeg.rf.684348c58d41e9fbfa3591aa4afaedce.jpg,labels/train/mix8_jpeg.rf.684348c58d41e9fbfa3591aa4afaedce.txt,8200ea159af085937baf81838c12ae7187baa308edb3034afc2fbb96c1389db3,416,416,3,"W-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix8_jpeg.rf.93f7ac0478fefecf4960949617263e42.jpg,labels/train/mix8_jpeg.rf.93f7ac0478fefecf4960949617263e42.txt,2255a4b84c822e6d94fda1f666cfd9c09d29b00f11b768f80d341f739a48db3e,416,416,3,"W-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/mix8_jpeg.rf.ee1edf285ec229b60e3e6dc33b5edfd3.jpg,labels/train/mix8_jpeg.rf.ee1edf285ec229b60e3e6dc33b5edfd3.txt,64dcc83a30a7dfe6d5b859cbdbc9e09eda7dfb9030634d6ec1d69b03df180595,416,416,3,"W-eggs,B-eggs,B-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white-19_jpeg.rf.0446bba325f04ce1158355449fd545c6.jpg,labels/train/white-19_jpeg.rf.0446bba325f04ce1158355449fd545c6.txt,f44c810249d42ebed6755fe97cfa9a6ae8b14d1e45e66d71aef0789d0280de0d,416,416,2,"W-eggs,W-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white-19_jpeg.rf.3d331cfe60a6c0762acf7c72f3b05649.jpg,labels/train/white-19_jpeg.rf.3d331cfe60a6c0762acf7c72f3b05649.txt,fd60c54a9f3904a1afa7bda59155e19dda43f5d83eab468ef360569d0689297b,416,416,2,"W-eggs,W-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white-19_jpeg.rf.7fd0f9b473ad04335f0cebf4127cd92d.jpg,labels/train/white-19_jpeg.rf.7fd0f9b473ad04335f0cebf4127cd92d.txt,e023cc5e4deb3a9af2b5928aac695f9ba5edfe7f81aae7046927b68a4e732c7d,416,416,2,"W-eggs,W-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white10_jpeg.rf.2b03c1e661799ed797bef11c7be21f83.jpg,labels/train/white10_jpeg.rf.2b03c1e661799ed797bef11c7be21f83.txt,47f9da41bafcbfc2e2d4bfa9ceb6e24d7e9cd6216788d33e6aff615a6249fd49,416,416,2,"W-eggs,W-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white10_jpeg.rf.89f9ea31ed1e00ca8fbbc69856ebc714.jpg,labels/train/white10_jpeg.rf.89f9ea31ed1e00ca8fbbc69856ebc714.txt,32dc279592f9941f70203ca95e0b8e7fd88f8bd238f4242bd06f5ce874592c34,416,416,2,"W-eggs,W-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white10_jpeg.rf.ea7a70d0fde3edcb6b03c46901d4fe65.jpg,labels/train/white10_jpeg.rf.ea7a70d0fde3edcb6b03c46901d4fe65.txt,264d97fc8a48802b6aecd70faa5c0a57842218a3dbaf11bd3ea3a4daab6039f1,416,416,2,"W-eggs,W-eggs",heuristic-contour-generated; requires visual verification
train,images/train/white11_jpeg.rf.234d278ec2df02c5000a86f063e32582.jpg,labels/train/white11_jpeg.rf.234d278ec2df02c5000a86f063e32582.txt,f7ea0c358ee97c41e196f8842809a36b6b2a672596812dfb7208274fcc78ef59,416,416,1,W-eggs,heuristic-contour-generated; requires visual verification
train,images/train/white11_jpeg.rf.38bf67a89e27d78d33e88be0aa0a0649.jpg,labels/train/white11_jpeg.rf.38bf67a89e27d78d33e88be0aa0a0649.txt,501f9004000c81bded9e513e581f45f8798e457cba5f059e1e8254c326bf3cfd,416,416,1,W-eggs,heuristic-contour-generated; requires visual verification
train,images/train/white11_jpeg.rf.b2cbe1752230cfd20045125fae43bb18.jpg,labels/train/white11_jpeg.rf.b2cbe1752230cfd20045125fae43bb18.txt,f47896a89419e515008845c2308509813e3737966d7b0914167e506f02dc9fe5,416,416,1,W-eggs,heuristic-contour-generated; requires visual verification
train,images/train/white12_jpeg.rf.84b630ccd354d77f238c88f213cac94e.jpg,labels/train/white12_jpeg.rf.84b630ccd354d77f238c88f213cac94e.txt,c46d5010d8d80b74ddb6f5705c63317e3369c678d4b483c146198b7230a453d0,416,416,1,W-eggs,heuristic-contour-generated; requires visual verification
